"","original_title","id","actorRank","Director","runtime","ProductionBudget","DomesticGross","release_date","quarter","drama","thriller","nonfiction","action","amusement","earnings_percent","Success_2_to_1"
"850","spy game",1535,3,"tony scott",126,9e+07,62362560,"2001-11-18","Q4",1,1,0,1,0,-0.307082666666667,0
"851","the company you keep",87496,3,"robert redford",121,2e+06,5132442,"2012-09-06","Q4",1,1,0,0,0,1.566221,1
"852","concussion",156965,3,"stacie passon",96,3.5e+07,34531832,"2013-04-04","Q4",1,0,0,0,0,-0.0133762285714286,0
"853","robots",9928,1,"chris wedge",91,8e+07,128200012,"2005-03-10","Q1",0,0,0,0,1,0.60250015,0
"854","death to smoochy",9275,1,"danny devito",109,5e+07,8355815,"2002-03-28","Q1",1,1,0,0,1,-0.8328837,0
"855","the animal",11090,3,"luke greenfield",84,2.2e+07,55762229,"2001-06-01","Q2",0,0,0,1,1,1.53464677272727,1
"856","letters to god",35691,3,"david nixon",110,3e+06,2848587,"2010-04-09","Q2",1,1,0,1,1,-0.050471,0
"857","8 the mormon proposition",40428,3,"reed cowan",80,2500000,100280,"2010-01-01","Q2",0,0,1,0,0,-0.959888,0
"858","bran nue dae",38415,3,"rachel perkins",82,6750000,113568,"2009-08-09","Q3",1,0,0,0,1,-0.983175111111111,0
"859","l auberge espagnole",1555,3,"cédric klapisch",122,5900000,3895664,"2002-05-17","Q1",1,0,0,0,1,-0.339717966101695,0
"860","growing up smith",426469,3,"frank lotito",102,2e+06,35312,"2017-02-03","Q1",1,0,0,0,1,-0.982344,0
"861","holly",43638,3,"guy moshe",114,3e+06,163069,"2006-08-16","Q4",1,0,0,0,0,-0.945643666666667,0
"862","tanner hall",71866,2,"francesca gregorini",96,3e+06,5073,"2009-09-14","Q3",1,0,0,0,0,-0.998309,0
"863","unforgettable",418437,2,"denise di novi",100,1.8e+07,2483790,"2017-04-20","Q1",1,1,0,0,0,-0.862011666666667,0
"864","baghead",5759,3,"jay duplass",84,2e+05,140016,"2008-01-21","Q2",1,1,0,0,1,-0.29992,0
"865","the fits",358807,3,"anna rose holmer",71,170000,166425,"2016-01-22","Q2",1,0,0,0,0,-0.0210294117647059,0
"866","the importance of being earnest",9026,1,"oliver parker",97,1.5e+07,8378141,"2002-05-17","Q2",1,0,1,0,1,-0.441457266666667,0
"867","the nice guys",290250,1,"shane black",116,5e+07,36261763,"2016-05-15","Q2",1,1,0,1,1,-0.27476474,0
"868","the water diviner",256917,1,"russell crowe",112,22500000,4200117,"2014-12-25","Q4",1,0,1,1,0,-0.813328133333333,0
"869","a beautiful mind",453,1,"ron howard",135,7.8e+07,170708996,"2001-12-11","Q4",1,0,0,0,0,1.18857687179487,1
"870","3 10 to yuma",5176,1,"james mangold",122,4.8e+07,53606916,"2007-09-06","Q3",0,0,0,1,0,0.11681075,0
"871","kingdom come",295723,3,"greg a sager",99,7e+06,23247539,"2014-08-20","Q2",0,1,0,0,0,2.321077,1
"872","all good things",46503,3,"andrew jarecki",101,2e+07,582024,"2010-12-03","Q4",1,1,0,0,0,-0.9708988,0
"873","la la land",313369,3,"damien chazelle",128,2e+07,151101803,"2016-11-29","Q4",1,0,1,0,1,6.55509015,1
"874","the slaughter rule",21801,3,"andrew j smith",112,5e+05,13134,"2002-01-01","Q1",1,0,0,0,0,-0.973732,0
"875","the place beyond the pines",97367,3,"derek cianfrance",140,1.5e+07,21403519,"2013-03-20","Q1",1,0,0,0,0,0.426901266666667,0
"876","dead silence",14001,3,"james wan",89,2e+07,16574590,"2007-03-16","Q1",0,1,0,0,0,-0.1712705,0
"877","griff the invisible",66942,3,"leon ford",93,2900000,20778,"2011-08-19","Q3",1,0,0,0,1,-0.992835172413793,0
"878","antitrust",9989,3,"peter howitt",108,3e+07,10965209,"2001-01-12","Q1",1,0,0,1,0,-0.634493033333333,0
"879","self less",238615,1,"tarsem singh",116,2.6e+07,12279691,"2015-07-10","Q2",1,1,0,0,1,-0.527704192307692,0
"880","hello my name is doris",320588,1,"michael showalter",95,1e+06,14444999,"2015-11-27","Q1",1,0,0,0,1,13.444999,1
"881","pink ribbons inc ",89750,3,"léa pool",97,1200000,26608,"2011-09-11","Q2",0,0,1,0,0,-0.977826666666667,0
"882","atlas shrugged part ii",134371,3,"john putch",112,1e+07,3336053,"2012-10-12","Q4",1,1,0,0,1,-0.6663947,0
"883","morvern callar",18602,3,"lynne ramsay",97,6e+06,267194,"2002-01-01","Q4",1,0,0,0,0,-0.955467666666667,0
"884","trance",188832,3,"joe ahearne",100,1.6e+07,2322593,"2001-01-01","Q1",0,1,0,0,0,-0.8548379375,0
"885","the work and the glory",36046,3,"russell holt",110,7500000,3347647,"2004-11-24","Q4",1,0,0,0,0,-0.553647066666667,0
"886","jurassic park iii",331,3,"joe johnston",92,9.3e+07,181166115,"2001-07-18","Q3",0,1,0,1,1,0.948022741935484,0
"887","confessions of a dangerous mind",4912,3,"george clooney",113,2.9e+07,16007718,"2002-12-30","Q4",1,1,0,0,1,-0.448009724137931,0
"888","poltergeist",243688,3,"gil kenan",93,3.5e+07,47425125,"2015-05-20","Q2",0,1,0,0,0,0.355003571428571,0
"889","the caveman s valentine",25208,3,"kasi lemmons",105,13500000,687081,"2001-01-19","Q1",1,1,0,0,0,-0.949105111111111,0
"890","i am not your negro",411019,3,"raoul peck",95,1e+06,7123919,"2017-02-03","Q1",0,0,1,0,0,6.123919,1
"891","brown sugar",37964,3,"rick famuyiwa",109,8e+06,27362712,"2002-10-05","Q4",1,0,0,0,1,2.420339,1
"892","miss congeniality",1493,1,"donald petrie",111,4.5e+07,106807667,"2000-12-14","Q4",1,0,0,1,1,1.37350371111111,1
"893","gun shy",29076,1,"eric blakeney",101,1e+07,1638202,"2000-02-04","Q1",1,1,0,1,1,-0.8361798,0
"894","28 days",10468,1,"betty thomas",103,4.3e+07,37035515,"2000-04-06","Q2",1,0,0,0,1,-0.138708953488372,0
"895","two weeks notice",2642,1,"marc lawrence",101,6e+07,93354918,"2002-12-19","Q4",1,0,0,0,1,0.5559153,0
"896","murder by numbers",11892,1,"barbet schroeder",120,5e+07,31874869,"2002-04-19","Q2",1,1,0,0,0,-0.36250262,0
"897","the heat",136795,1,"paul feig",117,4.3e+07,159581587,"2013-06-27","Q2",1,0,0,1,1,2.71119969767442,1
"898","betty fisher et autres histoires",55903,3,"claude miller",103,7500000,206400,"2001-09-01","Q3",1,1,0,0,0,-0.97248,0
"899","lage raho munna bhai",21461,3,"rajkumar hirani",144,2700000,2217561,"2006-01-01","Q3",1,0,0,0,1,-0.178681111111111,0
"900","the host",72710,3,"andrew niccol",125,5e+07,26623701,"2013-03-22","Q1",1,1,0,1,1,-0.46752598,0
"901","i spit on your grave",43947,3,"steven r monroe",108,1750000,93051,"2010-06-17","Q4",1,1,0,0,0,-0.946828,0
"902","harvard man",27451,2,"james toback",99,5500000,56653,"2001-01-01","Q2",1,0,0,0,0,-0.989699454545454,0
"903","my life without me",20,3,"isabel coixet",106,2500000,432360,"2003-03-07","Q3",1,0,0,0,0,-0.827056,0
"904","the other side of the door",364116,3,"johannes roberts",96,5e+06,3000342,"2016-02-25","Q1",0,1,0,0,0,-0.3999316,0
"905","the girlfriend experience",17680,3,"steven soderbergh",77,1300000,695840,"2009-01-20","Q2",1,0,0,0,1,-0.464738461538462,0
"906","lucy",240832,1,"luc besson",89,4e+07,126573960,"2014-07-14","Q3",0,0,0,1,1,2.164349,1
"907","the longest ride",228205,3,"george tillman",128,3.4e+07,37446117,"2015-04-09","Q2",1,0,0,0,0,0.101356382352941,0
"908","deck the halls",81438,3,"ron underwood",88,5.1e+07,35093569,"2011-12-20","Q4",1,1,0,1,0,-0.311890803921569,0
"909","peaceful warrior",13689,3,"victor salva",120,1e+07,2893666,"2006-03-30","Q2",1,0,0,0,0,-0.7106334,0
"910","scott walker 30 century man",30867,3,"stephen kijak",95,5e+05,6840,"2006-10-31","Q1",0,0,1,0,0,-0.98632,0
"911","truth",248694,3,"rob moretti",94,9600000,2541854,"2013-07-12","Q4",0,1,0,0,0,-0.735223541666667,0
"912","21 grams",470,3,"alejandro gonzález iñárritu",124,2e+07,16248701,"2003-09-06","Q4",1,1,0,0,0,-0.18756495,0
"913","i am sam",10950,3,"jessie nelson",132,2.2e+07,40270895,"2001-12-28","Q4",1,0,0,0,0,0.830495227272727,0
"914","mystic river",322,3,"clint eastwood",138,3e+07,90135191,"2003-10-07","Q4",1,1,0,0,0,2.00450636666667,1
"915","a million ways to die in the west",188161,3,"seth macfarlane",116,4e+07,42720965,"2014-05-22","Q2",0,0,0,1,1,0.068024125,0
"916","neighbors 2 sorority rising",325133,1,"nicholas stoller",91,3.5e+07,55340730,"2016-05-04","Q2",0,0,0,0,1,0.581163714285714,0
"917","observe and report",16991,1,"jody hill",86,1.8e+07,24007324,"2009-04-10","Q2",1,0,0,0,1,0.333740222222222,0
"918","sausage party",223702,1,"conrad vernon",83,1.9e+07,97670358,"2016-07-11","Q3",0,0,0,1,1,4.14054515789474,1
"919","like mike",21972,3,"john schultz",99,3e+07,51432423,"2002-07-03","Q3",1,0,0,0,1,0.7144141,0
"920","lottery ticket",41382,3,"erik white",99,1.7e+07,24719879,"2010-08-20","Q3",0,0,0,0,1,0.454110529411765,0
"921","dope",308639,3,"rick famuyiwa",103,7e+06,17506470,"2015-06-19","Q2",1,0,0,0,1,1.50092428571429,1
"922","free fire",334521,3,"ben wheatley",90,1e+07,1799322,"2017-03-31","Q1",1,1,0,1,1,-0.8200678,0
"923","you re next",83899,3,"adam wingard",95,1e+06,18494006,"2011-09-10","Q3",1,1,0,0,0,17.494006,1
"924","31",284564,3,"rob zombie",102,1500000,779820,"2016-09-15","Q3",0,1,0,0,0,-0.48012,0
"925","the greatest game ever played",15487,1,"bill paxton",120,2.5e+07,15331289,"2005-09-30","Q3",1,0,0,0,1,-0.38674844,0
"926","the battle of shaker heights",21413,1,"kyle rankin",79,1e+06,280351,"2003-08-22","Q3",1,0,0,0,1,-0.719649,0
"927","house of 1000 corpses",2662,3,"rob zombie",89,7e+06,12634962,"2003-04-11","Q2",0,1,0,0,0,0.804994571428571,0
"928","imaginary heroes",25350,1,"dan harris",111,1e+07,228524,"2004-09-14","Q4",1,0,0,0,1,-0.9771476,0
"929","ararat",16351,3,"atom egoyan",115,15500000,1693000,"2002-05-20","Q4",1,0,1,1,0,-0.890774193548387,0
"930","the horse boy",30979,3,"michel o scott",93,160000,156612,"2009-11-25","Q3",0,0,1,0,0,-0.021175,0
"931","50 to 1",197583,3,"jim wilson",110,1e+07,1069454,"2014-03-21","Q1",1,0,0,0,1,-0.8930546,0
"932","hey arnold the movie",17710,3,"tuck tucker",76,1e+07,13684949,"2002-06-28","Q2",0,0,0,0,1,0.3684949,0
"933","kiss kiss bang bang ",22615,3,"stewart sugg",101,1.5e+07,4235837,"2001-11-07","Q4",1,0,0,1,0,-0.717610866666667,0
"934","deuces wild",13201,3,"scott kalvert",96,1e+07,6044618,"2002-05-03","Q2",1,0,0,1,0,-0.3955382,0
"935","feardotcom",9544,3,"william malone",101,4e+07,13208023,"2002-08-09","Q3",0,1,0,0,0,-0.669799425,0
"936","saint john of las vegas",27023,1,"hue rhodes",84,2e+06,102645,"2009-06-10","Q1",0,0,0,0,1,-0.9486775,0
"937","paris je t aime",2266,1,"isabel coixet",120,1.3e+07,4857374,"2006-05-16","Q1",1,0,0,0,0,-0.626355846153846,0
"938","despicable me 3",324852,1,"kyle balda",96,7.5e+07,264624300,"2017-06-15","Q2",0,0,0,1,1,2.528324,1
"939","the incredible burt wonderstone",124459,1,"don scardino",100,3.2e+07,22537881,"2013-03-14","Q1",0,0,0,0,1,-0.29569121875,0
"940","dinner for schmucks",38778,1,"jay roach",114,6.9e+07,73026337,"2010-07-30","Q3",0,0,0,0,1,0.0583527101449275,0
"941","the original kings of comedy",23618,3,"spike lee",115,3e+06,38168022,"2000-08-18","Q3",0,0,0,0,1,11.722674,1
"942","the crocodile hunter collision course",17043,3,"john stainton",90,12500000,28436931,"2002-07-26","Q3",0,0,0,1,1,1.27495448,1
"943","love the coopers",333348,1,"jessie nelson",107,1.8e+07,26302731,"2015-11-12","Q4",0,0,0,0,1,0.461262833333333,0
"944","exit wounds",10877,3,"andrzej bartkowiak",101,3.3e+07,51758599,"2001-03-13","Q1",1,1,0,1,0,0.568442393939394,0
"945","the foreigner",18248,3,"michael oblowitz",96,3.5e+07,34393507,"2003-06-01","Q3",0,1,0,1,0,-0.0173283714285714,0
"946","after",118612,3,"ryan smith",90,1.4e+07,12138565,"2012-08-27","Q2",1,1,0,0,0,-0.132959642857143,0
"947","latter days",15708,3,"c jay cox",107,850000,833118,"2003-07-10","Q1",1,0,0,0,1,-0.0198611764705882,0
"948","shade",14576,3,"damian nieman",101,6800000,25032,"2003-05-18","Q2",1,1,0,1,0,-0.996318823529412,0
"949","queen of the damned",11979,3,"michael rymer",101,3.5e+07,30307804,"2002-02-10","Q1",1,1,0,0,1,-0.134062742857143,0
"950","middle of nowhere",19688,1,"john stockwell",95,2e+05,236806,"2008-09-06","Q4",1,0,0,0,1,0.18403,0
"951","the calling",283384,1,"jason stone",108,160000,32092,"2014-08-05","Q1",0,1,0,0,0,-0.799425,0
"952","the in crowd",36047,3,"mary lambert",105,1.5e+07,5217498,"2000-07-19","Q3",0,1,0,0,0,-0.6521668,0
"953","get carter",10461,1,"stephen t kay",102,4e+07,14967182,"2000-10-06","Q4",1,1,0,1,0,-0.62582045,0
"954","the expendables 3",138103,1,"patrick hughes",127,1e+08,39322544,"2014-08-04","Q3",0,1,0,1,1,-0.60677456,0
"955","hidden figures",381284,3,"theodore melfi",127,2.5e+07,169607287,"2016-12-10","Q4",1,0,0,0,0,5.78429148,1
"956","the perfect match",378200,3,"bille woodruff",96,5e+06,9669521,"2016-03-11","Q1",1,0,0,0,1,0.9339042,0
"957","dear white people",114750,2,"justin simien",108,1250000,4404154,"2014-10-17","Q4",1,0,0,0,1,2.5233232,1
"958","don mckay",35689,3,"jake goldberger",87,6e+06,13722,"2009-04-24","Q2",1,1,0,0,0,-0.997713,0
"959","ghost world",1548,3,"terry zwigoff",111,5500000,6217849,"2001-07-20","Q3",1,0,0,0,1,0.130518,0
"960","the deep end",24936,3,"scott mcgehee",101,3e+06,8823109,"2001-01-21","Q3",1,1,0,0,0,1.94103633333333,1
"961","the santa clause 2",9021,2,"michael lembeck",104,6.5e+07,139225854,"2002-10-31","Q4",0,0,0,0,1,1.14193621538462,1
"962","joe somebody",12312,2,"john pasquin",99,3.8e+07,22770864,"2001-12-21","Q4",0,0,0,0,1,-0.400766736842105,0
"963","fly me to the moon",13956,3,"ben stassen",84,2.5e+07,14543943,"2008-08-15","Q3",0,0,0,1,1,-0.41824228,0
"964","the ladies man",16888,3,"reginald hudlin",84,1.1e+07,13592872,"2000-10-13","Q4",0,0,0,0,1,0.235715636363636,0
"965","call me by your name",398818,3,"luca guadagnino",130,3500000,18065180,"2017-10-27","Q4",1,0,0,0,0,4.16148,1
"966","mr turner",245700,3,"mike leigh",150,1.4e+07,3958546,"2014-10-31","Q4",1,0,1,0,0,-0.717246714285714,0
"967","the journey",408616,3,"nick hamm",94,5e+05,19800,"2017-03-30","Q3",1,0,0,0,0,-0.9604,0
"968","code 46",2577,3,"michael winterbottom",92,7500000,197148,"2003-09-02","Q3",1,1,0,0,1,-0.9737136,0
"969","invincible",68569,3,"werner herzog",90,4e+07,57806952,"2001-01-01","Q3",1,0,1,1,0,0.4451738,0
"970","united passions",271331,3,"frédéric auburtin",110,3e+07,918,"2014-06-19","Q3",1,0,0,0,0,-0.9999694,0
"971","admission",144340,3,"paul weitz",107,1.3e+07,18007317,"2013-03-21","Q1",1,0,0,0,1,0.385178230769231,0
"972","minority report",180,1,"steven spielberg",145,1.02e+08,132024714,"2002-06-20","Q2",1,1,0,1,1,0.294359941176471,0
"973","weekend",79120,3,"andrew haigh",96,190000,484592,"2011-09-22","Q3",1,0,0,0,0,1.55048421052632,1
"974","freddy got fingered",13166,3,"tom green",87,1.5e+07,14249005,"2001-04-18","Q2",0,0,0,0,1,-0.0500663333333333,0
"975","a hologram for the king",270010,1,"tom tykwer",97,3.5e+07,4212494,"2016-04-22","Q2",1,0,0,0,1,-0.879643028571429,0
"976","sully",363676,1,"clint eastwood",96,6e+07,125070033,"2016-09-07","Q3",1,0,1,0,0,1.08450055,1
"977","child 44",181283,2,"daniel espinosa",137,5e+07,1224330,"2015-03-15","Q2",1,1,0,0,0,-0.9755134,0
"978","locke",210479,2,"steven knight",85,2e+06,1370646,"2014-04-10","Q2",1,1,0,0,0,-0.314677,0
"979","the hunted",10632,1,"william friedkin",94,5.5e+07,34234008,"2003-03-11","Q1",1,1,0,1,0,-0.377563490909091,0
"980","the missing",12146,1,"ron howard",135,6.5e+07,26900336,"2003-11-26","Q4",0,1,0,1,1,-0.586148676923077,0
"981","man of the house",13498,1,"stephen herek",100,5e+07,19699706,"2005-02-25","Q1",0,0,0,1,1,-0.60600588,0
"982","ong bak 2",16353,3,"tony jaa",98,1.5e+07,102458,"2008-12-04","Q4",0,1,0,1,1,-0.993169466666667,0
"983","vacation ",112963,3,"zach clark",90,3.1e+07,58884188,"2010-06-20","Q3",1,0,0,0,1,0.899489935483871,0
"984","travellers and magicians",37232,3,"khyentse norbu",108,1800000,506793,"2003-09-09","Q1",1,0,0,1,1,-0.718448333333333,0
"985","tupac resurrection",21525,3,"lauren lazin",112,3e+05,7718961,"2003-01-23","Q4",0,0,1,0,0,24.72987,1
"986","i can do bad all by myself",26367,3,"tyler perry",113,1.9e+07,51733921,"2009-09-11","Q3",1,0,0,0,1,1.72283794736842,1
"987","madea goes to jail",15670,3,"tyler perry",103,17500000,90508336,"2009-02-16","Q1",1,0,0,0,1,4.17190491428571,1
"988","why did i get married too ",35688,3,"tyler perry",121,2e+07,60095852,"2010-04-02","Q2",1,0,0,0,1,2.0047926,1
"989","why did i get married ",17202,3,"tyler perry",113,1.5e+07,55204525,"2007-10-12","Q4",1,0,0,0,1,2.68030166666667,1
"990","baby boy",16161,3,"john singleton",130,1.6e+07,28734552,"2001-06-27","Q2",1,0,0,0,0,0.7959095,0
"991","wonderland",4997,2,"james cox",104,5500000,1060512,"2003-10-23","Q4",1,1,0,0,0,-0.807179636363636,0
"992","higher ground",50875,2,"vera farmiga",109,1800000,841056,"2011-08-26","Q3",1,1,0,0,0,-0.532746666666667,0
"993","raising victor vargas",25461,3,"peter sollett",88,8e+05,2073984,"2002-05-16","Q1",1,0,0,0,0,1.59248,1
"994","a history of violence",59,1,"david cronenberg",96,3.2e+07,31493782,"2005-09-23","Q3",1,1,0,0,0,-0.0158193125,0
"995","loin des hommes",283708,1,"david oelhoffen",110,7700000,5336,"2014-08-30","Q1",1,0,1,1,0,-0.999307012987013,0
"996","good",12410,1,"vicente amorim",96,1.6e+07,31631,"2008-12-11","Q4",1,0,0,0,0,-0.9980230625,0
"997","pitch black",2787,1,"david twohy",108,2.3e+07,39235088,"2000-02-18","Q1",0,1,0,1,1,0.705873391304348,0
"998","o menino e o mundo",223706,3,"alê abreu",80,5e+05,129479,"2014-01-17","Q1",0,0,0,1,1,-0.741042,0
"999","contagion",49830,3,"john lechago",90,6e+07,75658097,"2010-03-29","Q3",0,1,0,1,1,0.260968283333333,0
"1000","praia do futuro",227975,3,"karim aïnouz",106,4e+06,20620,"2014-05-01","Q2",1,0,0,0,0,-0.994845,0
"1001","blade trinity",36648,2,"david s goyer",123,6.5e+07,52397389,"2004-12-08","Q4",0,1,0,1,1,-0.193886323076923,0
"1002","the art of war",11398,2,"christian duguay",117,4e+07,30199105,"2000-08-23","Q3",1,0,0,1,1,-0.245022375,0
"1003","unstoppable",23520,2,"david carson",96,9.5e+07,81562942,"2004-10-20","Q4",1,1,0,1,0,-0.141442715789474,0
"1004","fuel",34696,3,"oktay ortabasi",95,2500000,174255,"2009-01-01","Q4",1,0,0,0,0,-0.930298,0
"1005","elf",10719,1,"jon favreau",97,3.2e+07,174626840,"2003-10-09","Q4",0,0,0,0,1,4.45708875,1
"1006","get hard",257091,1,"etan cohen",100,4e+07,90411453,"2015-03-26","Q1",0,0,0,0,1,1.260286325,1
"1007","anchorman 2 the legend continues",109443,1,"adam mckay",119,5e+07,127413176,"2013-12-18","Q4",0,0,0,0,1,1.54826352,1
"1008","panic",20637,3,"henry bromell",88,1e+06,779137,"2000-12-01","Q4",1,0,0,0,1,-0.220863,0
"1009","welcome to collinwood",9260,3,"anthony russo",86,1.2e+07,378650,"2002-05-24","Q4",0,0,0,0,1,-0.968445833333333,0
"1010","wordplay",35199,3,"patrick creadon",94,5e+05,3121270,"2006-06-26","Q2",0,0,1,0,0,5.24254,1
"1011","lost souls",10383,2,"janusz kaminski",97,2.8e+07,16779636,"2000-10-13","Q4",0,1,0,0,0,-0.400727285714286,0
"1012","to rome with love",81836,3,"woody allen",111,21500000,16684352,"2012-04-20","Q2",1,0,0,0,1,-0.223983627906977,0
"1013","small time crooks",10569,3,"woody allen",94,1.8e+07,17266359,"2000-05-19","Q2",1,0,0,1,1,-0.0407578333333333,0
"1014","the grand",15378,1,"zak penn",104,3e+06,115879,"2007-06-07","Q1",0,0,0,0,1,-0.961373666666667,0
"1015","wilson",346681,1,"craig johnson",94,5200000,2e+06,"2017-03-24","Q3",1,0,0,0,1,-0.615384615384615,0
"1016","go",37959,3,"isao yukisada",122,6500000,16875273,"2001-10-20","Q2",1,0,0,0,1,1.59619584615385,1
"1017","metropolis",9606,3,"rintaro",108,1.5e+07,673414,"2001-05-26","Q1",0,0,0,0,1,-0.955105733333333,0
"1018","parkland",209262,3,"peter landesman",94,1e+07,641439,"2013-10-02","Q4",1,1,1,0,0,-0.9358561,0
"1019","that awkward moment",225565,3,"tom gormican",94,8e+06,26068955,"2014-01-29","Q1",1,0,0,0,1,2.258619375,1
"1020","diary of a wimpy kid rodrick rules",60307,3,"david bowers",99,1.8e+07,52698535,"2011-03-25","Q1",0,0,0,0,1,1.92769638888889,1
"1021","wish i was here",231576,3,"zach braff",120,6e+06,3591299,"2014-01-18","Q3",1,0,0,0,1,-0.401450166666667,0
"1022","keeping up with the joneses",331313,3,"greg mottola",105,4e+07,14904426,"2016-10-20","Q4",0,0,0,1,1,-0.62738935,0
"1023","the exploding girl",44770,3,"bradley rust gray",80,40000,25572,"2009-04-22","Q1",1,0,0,0,0,-0.3607,0
"1024","freakonomics",43942,3,"heidi ewing",93,2900000,101270,"2010-10-01","Q4",0,0,1,0,0,-0.965079310344828,0
"1025","winter passing",14256,2,"adam rapp",98,3500000,107492,"2006-02-07","Q1",1,0,0,0,1,-0.969288,0
"1026","the trials of darryl hunt",37985,3,"ricki stern",106,2e+05,1217,"2007-06-15","Q2",0,0,1,0,0,-0.993915,0
"1027","ayurveda art of being",73981,3,"pan nalin",101,3e+05,16892,"2001-09-20","Q3",0,0,1,0,0,-0.943693333333333,0
"1028","benji",180705,3,"coodie simmons",79,5e+05,31559560,"2012-10-23","Q4",0,0,1,0,0,62.11912,1
"1029","bully",84404,3,"lee hirsch",92,2100000,881824,"2011-04-23","Q3",1,0,1,0,0,-0.58008380952381,0
"1030","call response",287815,3,"justin dillon",86,2e+05,212989,"2008-10-10","Q4",0,0,1,0,0,0.064945,0
"1031","counting",322745,3,"jem cohen",111,50000,8374,"2015-02-09","Q3",0,0,1,0,0,-0.83252,0
"1032","out of the blue",93122,3,"tim coleman",155,4600000,728,"2002-07-22","Q4",0,0,1,0,0,-0.999841739130435,0
"1033","pump ",288931,3,"joshua tickell",88,2e+06,72277,"2014-09-19","Q3",0,0,1,0,0,-0.9638615,0
"1034","happiness",250833,3,"thomas balmès",80,3e+06,2746453,"2014-01-17","Q4",0,0,1,0,0,-0.0845156666666667,0
"1035","hybrid",146231,3,"monteith mccollum",92,2e+05,162605,"2000-11-24","Q2",0,0,0,0,0,-0.186975,0
"1036","top spin",331745,3,"sara newens",80,150000,5858,"2014-11-15","Q3",0,0,1,0,0,-0.960946666666667,0
"1037","sisters in law",87943,3,"kim longinotto",104,3e+05,33312,"2005-09-03","Q2",0,0,1,0,0,-0.88896,0
"1038","thank you for your service",418697,3,"tom donahue",88,2e+07,9479390,"2016-09-16","Q4",0,0,1,0,0,-0.5260305,0
"1039","mad hot ballroom",14358,3,"marilyn agrelo",105,5e+05,8117961,"2005-05-13","Q2",0,0,1,0,1,15.235922,1
"1040","the snowman",71587,3,"juliet lamont",78,3.5e+07,6670765,"2009-11-19","Q4",0,0,1,0,0,-0.809406714285714,0
"1041","the harvest la cosecha ",70875,3,"u roberto romano",80,560000,3709,"2011-07-29","Q3",0,0,1,0,0,-0.993376785714286,0
