"","X","original_title","id","release_date","Actor","Director","actorMovieCount","directorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","holidays","success_1_to_1"
"715",869,"id a",86985,2011-11-24,"flemmingenevold","christianechristiansen",0,0,104,2600000,3827060,"Q1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1
"716",97,"amen",155096,2011-12-08,"kimhyena","kimkiduk",0,0,72,1.4e+07,274299,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0
"717",489,"deck the halls",81438,2011-12-20,"scottiethompson","ronunderwood",0,0,88,5.1e+07,35093569,"Q4",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,7,0
"718",1719,"the borrowers",80709,2011-12-25,"christophereccleston","tomharper",0,0,90,2.9e+07,22619589,"Q1",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"719",1215,"newlyweds",72766,2011-12-26,"edwardburns","edwardburns",0,0,85,9000,4584,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"720",1366,"public enemies",211354,2012-01-03,"annafriel","dearbhlawalsh",0,0,177,102500000,97104620,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"721",300,"breathless",122930,2012-01-04,"ginagershon","jessebaget",0,0,91,7e+06,19910002,"Q2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"722",1172,"morgan",151693,2012-01-07,"leominaya","michaeldakers",0,0,89,8e+06,3915251,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"723",711,"ghost",84240,2012-01-13,"shineyahuja","pujabedi",0,0,102.936454849498,2.2e+07,217631306,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"724",1643,"supporting characters",139998,2012-01-23,"alexkarpovsky","danielschechter",0,0,87,60000,4917,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"725",2321,"zarafa",94196,2012-01-25,"maxrenaudin","rémibezançon",0,0,78,9100000,34513500.7541806,"Q4",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"726",1522,"sholem aleichem laughing in the darkness",84401,2012-02-24,"racheldratch","josephdorman",0,0,93,5e+05,1131261,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"727",1473,"saving face",89191,2012-03-08,"mohammadjawad","danieljunge",0,0,40,2500000,1187266,"Q2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"728",724,"girls gone dead",117942,2012-03-28,"katiepeterson","michaelhoffmanjr",0,0,104,5e+05,34513500.7541806,"Q3",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"729",462,"damsels in distress",82533,2012-04-06,"gretagerwig","whitstillman",1,0,99,3e+06,1007535,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"730",2152,"to rome with love",81836,2012-04-20,"woodyallen","woodyallen",0,1,111,21500000,16684352,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"731",650,"foreign letters",176069,2012-04-22,"lauracamien","elathier",0,0,100,40000,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"732",499,"detention of the dead",139715,2012-04-27,"jacobzachar","alexcraigmann",0,0,87,5e+05,1778,"Q2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"733",880,"indie game the movie",80215,2012-05-18,"jonathanblow","lisannepajot",0,0,96,1e+05,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
"734",790,"head over heels",157305,2012-05-24,"nigelanthony","timothyreckart",0,0,10,1.4e+07,10397365,"Q1",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"735",652,"for greater glory the true story of cristiada",96399,2012-06-01,"evalongoria","deanwright",0,0,145,1.2e+07,5669081,"Q2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"736",1444,"rock of ages",80585,2012-06-13,"juliannehough","adamshankman",0,0,123,7e+07,38518613,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0
"737",646,"foodfight ",116977,2012-06-15,"charliesheen","lawrencekasanoff",0,0,87,4.5e+07,34513500.7541806,"Q2",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"738",1089,"magic mike",77930,2012-06-28,"channingtatum","stevensoderbergh",1,0,110,7e+06,113721571,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"739",827,"holy motors",103328,2012-07-02,"evamendes","leoscarax",0,0,115,4e+06,641054,"Q3",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"740",1807,"the gatekeepers",127918,2012-07-09,"amiayalon","drormoreh",0,0,101,1500000,2408553,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"741",1606,"step up revolution",85446,2012-07-26,"kathrynmccormick","scottspeer",0,0,99,3.3e+07,35074677,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
"742",1899,"the kitchen",137683,2012-08-13,"lauraprepon","ishaisetton",0,0,79,3.8e+07,12180032,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"743",422,"compliance",84188,2012-08-23,"anndowd","craigzobel",0,0,90,270000,319285,"Q3",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
"744",1359,"premium rush",49526,2012-08-24,"josephgordonlevitt","davidkoepp",2,0,91,3.5e+07,20275446,"Q3",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"745",948,"joker",129507,2012-08-31,"akshaykumar","shirishkunder",1,0,102.936454849498,5.5e+07,335451311,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"746",1863,"the iceman",68812,2012-09-01,"michaelshannon","arielvromen",1,0,105,1e+07,1930282,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"747",338,"captive",98203,2012-09-05,"isabellehuppert","brillantemendoza",0,0,120,2e+06,2583301,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"748",1743,"the company you keep",87496,2012-09-06,"robertredford","robertredford",0,0,121,2e+06,5132442,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"749",1502,"seven psychopaths",86838,2012-09-07,"colinfarrell","martinmcdonagh",1,0,110,13500000,15024049,"Q4",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"750",1951,"the master",68722,2012-09-07,"joaquinphoenix","paulthomasanderson",1,0,137,37500000,16247159,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"751",1413,"resident evil retribution",71679,2012-09-12,"millajovovich","paulwsanderson",1,2,95,6.5e+07,42345531,"Q3",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"752",140,"arbitrage",60599,2012-09-14,"richardgere","nicholasjarecki",0,0,100,1.2e+07,7919574,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"753",840,"hotel transylvania",76492,2012-09-20,"adamsandler","genndytartakovsky",2,0,91,8.5e+07,148313048,"Q3",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"754",2172,"trouble with the curve",87825,2012-09-21,"clinteastwood","robertlorenz",0,0,111,6e+07,35763137,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"755",1655,"taken 2",82675,2012-09-27,"liamneeson","oliviermegaton",2,0,91,4.5e+07,139854287,"Q3",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
"756",1327,"pitch perfect",114150,2012-09-28,"annakendrick","jasonmoore",3,1,112,1.7e+07,65001093,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
"757",1797,"the frozen",150211,2012-10-10,"britmorgan","andrewhyatt",0,0,102.936454849498,250000,34513500.7541806,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"758",141,"argo",68734,2012-10-11,"benaffleck","benaffleck",3,1,120,44500000,136025503,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"759",162,"atlas shrugged part ii",134371,2012-10-12,"samanthamathis","johnputch",0,0,112,1e+07,3336053,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"760",1295,"paranormal activity 4",82990,2012-10-17,"katiefeatherston","henryjoost",0,1,95,5e+06,53900335,"Q4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"761",372,"chasing mavericks",82684,2012-10-25,"gerardbutler","curtishanson",1,0,117,2e+07,6002756,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"762",324,"burn",139948,2012-11-01,"donaldaustin","tomputnam",0,0,86,225000,1109276,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
"763",2311,"wreck it ralph",82690,2012-11-01,"johncreilly","richmoore",0,0,108,1.65e+08,189412677,"Q4",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"764",1039,"lincoln",72976,2012-11-09,"danieldaylewis","stevenspielberg",0,1,149,6.5e+07,182207973,"Q4",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1
"765",919,"jab tak hai jaan",132316,2012-11-13,"shahrukhkhan","yashchopra",0,0,176,9200000,3047539,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"766",1031,"life of pi",87827,2012-11-20,"surajsharma","anglee",0,0,127,1.2e+08,124987022,"Q4",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
"767",1397,"red dawn",60747,2012-11-21,"chrishemsworth","danbradley",2,0,93,6.5e+07,44806783,"Q4",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"768",1847,"the hobbit an unexpected journey",49051,2012-11-26,"ianmckellen","peterjackson",0,0,169,2e+08,303003568,"Q4",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1
"769",254,"black november",312113,2012-12-07,"razaaqadoti","jetaamata",0,0,95,7500000,34513500.7541806,"Q1",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,1
"770",972,"khiladi 786",147767,2012-12-07,"akshaykumar","ashishrmohan",0,0,139,5600000,385422,"Q4",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
"771",697,"gangster squad",82682,2013-01-10,"joshbrolin","rubenfleischer",2,0,113,6e+07,46000903,"Q1",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
"772",1912,"the last stand",76640,2013-01-12,"arnoldschwarzenegger","kimjeewoon",1,0,107,3e+07,12050299,"Q1",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"773",780,"hansel gretel witch hunters",60304,2013-01-17,"jeremyrenner","tommywirkola",0,0,88,5e+07,55703475,"Q1",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1
"774",2276,"whiplash",367412,2013-01-18,"johnnysimmons","damienchazelle",0,1,18,3300000,13092006,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1
"775",1297,"parker",119283,2013-01-23,"jasonstatham","taylorhackford",2,0,118,3.5e+07,17616641,"Q1",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
"776",2250,"warm bodies",82654,2013-01-31,"nicholashoult","jonathanlevine",1,0,97,3e+07,66380662,"Q1",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1
"777",206,"beautiful creatures",109491,2013-02-13,"aldenehrenreich","richardlagravenese",0,1,124,5e+07,19452138,"Q1",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"778",145,"aroused",178862,2013-02-20,"lisaann","deborahanderson",0,0,73,150000,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"779",95,"along the roadside",173224,2013-02-28,"michaelmadsen","zoranlisinac",0,0,118,250000,34513500.7541806,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
"780",1286,"oz the great and powerful",68728,2013-03-07,"jamesfranco","samraimi",0,0,130,2e+08,234770996,"Q1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"781",373,"cheap thrills",175291,2013-03-08,"pathealy","elkatz",0,0,85,1e+05,59424,"Q1",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"782",479,"dead man down",102362,2013-03-08,"colinfarrell","nielsardenoplev",0,0,118,3e+07,10895295,"Q1",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
"783",576,"enter the dangerous mind",176077,2013-03-11,"jakehoffman","youssefdelara",0,0,88,3e+06,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"784",1730,"the call",158011,2013-03-14,"halleberry","bradanderson",0,0,94,12800000,51872378,"Q1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
"785",1868,"the incredible burt wonderstone",124459,2013-03-14,"stevecarell","donscardino",1,0,100,3.2e+07,22537881,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"786",2032,"the reluctant fundamentalist",121677,2013-03-17,"rizahmed","miranair",0,1,130,1.5e+07,528731,"Q2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"787",1256,"olympus has fallen",117263,2013-03-20,"gerardbutler","antoinefuqua",0,0,120,7e+07,98927592,"Q1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
"788",2010,"the place beyond the pines",97367,2013-03-20,"ryangosling","derekcianfrance",1,0,140,1.5e+07,21403519,"Q1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
"789",50,"admission",144340,2013-03-21,"tinafey","paulweitz",1,0,107,1.3e+07,18007317,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"790",1851,"the host",72710,2013-03-22,"saoirseronan","andrewniccol",0,0,125,5e+07,26623701,"Q1",0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
"791",339,"cargo",182972,2013-04-02,"andyrodoreda","benhowling",0,0,7,4200000,34513500.7541806,"Q4",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"792",425,"concussion",156965,2013-04-04,"robinweigert","staciepasson",0,0,96,3.5e+07,34531832,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"793",224,"before midnight",132344,2013-04-05,"ethanhawke","richardlinklater",0,2,108,3e+06,8110621,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"794",591,"evil dead",109428,2013-04-05,"janelevy","fedealvarez",0,0,91,1.7e+07,54239856,"Q2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"795",22,"42",109410,2013-04-12,"chadwickboseman","brianhelgeland",1,0,128,3.1e+07,95020213,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"796",788,"hawaii",199851,2013-04-12,"manuelvignau","marcoberger",0,0,106,1.5e+07,34562222,"Q4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"797",1269,"open road",192210,2013-04-12,"camillabelle","márciogarcia",0,0,85,3e+06,34513500.7541806,"Q2",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
"798",622,"filly brown",84197,2013-04-19,"resmineatis","michaeldolmos",0,0,100,1250000,2850357,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"799",578,"epic",116711,2013-05-15,"joshhutcherson","chriswedge",0,0,102,1e+08,107518682,"Q2",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"800",661,"frances ha",121986,2013-05-17,"gretagerwig","noahbaumbach",0,1,86,3e+06,4067398,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"801",1741,"the comedian",137072,2013-05-31,"edwardhogg","tomshkolnik",0,0,80,1.5e+07,1658706,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"802",262,"bleeding hearts",310933,2013-06-01,"robertloggia","dylanbank",0,0,102.936454849498,1200000,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"803",2113,"the way way back",147773,2013-06-06,"liamjames","jimrash",0,0,103,5e+06,21502690,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"804",1875,"the internship",116741,2013-06-07,"owenwilson","shawnlevy",2,1,119,5.8e+07,44672764,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"805",1097,"man of steel",49521,2013-06-12,"henrycavill","zacksnyder",0,0,143,2.25e+08,291045518,"Q2",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1
"806",11,"20 feet from stardom",159014,2013-06-14,"bettemidler","morganneville",0,0,89,1e+06,4946250,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1
"807",1166,"monsters university",62211,2013-06-20,"billycrystal","danscanlon",0,0,104,2e+08,268488329,"Q2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"808",1845,"the heat",136795,2013-06-27,"sandrabullock","paulfeig",0,1,117,4.3e+07,159581587,"Q2",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"809",2279,"white house down",117251,2013-06-27,"channingtatum","rolandemmerich",0,1,131,1.5e+08,73103784,"Q2",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"810",970,"kevin hart let me explain",181330,2013-07-03,"kevinhart","lesliesmall",3,0,74,2500000,32244051,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"811",1924,"the lone ranger",57201,2013-07-03,"johnnydepp","goreverbinski",0,0,149,2.25e+08,89302115,"Q3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"812",415,"coffee town",198062,2013-07-09,"glennhowerton","bradcopeland",0,0,87,2e+06,34513500.7541806,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"813",763,"grown ups 2",109418,2013-07-11,"adamsandler","dennisdugan",1,0,100,8e+07,133668525,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"814",1287,"pacific rim",68726,2013-07-11,"idriselba","guillermodeltoro",1,1,131,1.9e+08,101802906,"Q3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"815",2179,"truth",248694,2013-07-12,"seanpaullockhart","robmoretti",0,0,94,9600000,2541854,"Q4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"816",973,"kick ass 2",59859,2013-07-17,"aarontaylorjohnson","jeffwadlow",1,0,103,2.8e+07,28795985,"Q3",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"817",1132,"metegol",153158,2013-07-18,"juanjosécampanella","juanjosécampanella",0,0,106,2.2e+07,34513500.7541806,"Q3",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"818",1744,"the conjuring",138843,2013-07-18,"patrickwilson","jameswan",2,1,112,2e+07,137400141,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"819",1798,"the frozen ground",199373,2013-07-18,"nicolascage","scottwalker",2,0,105,19200000,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"820",1237,"no se aceptan devoluciones",211954,2013-07-20,"loretoperalta","eugenioderbez",0,0,115,5e+06,44467206,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"821",2094,"the to do list",129139,2013-07-24,"aubreyplaza","maggiecarey",0,0,104,1500000,3491669,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"822",275,"blue jasmine",160588,2013-07-25,"cateblanchett","woodyallen",1,0,98,1.8e+07,33404871,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"823",689,"fruitvale station",157354,2013-07-25,"michaelbjordan","ryancoogler",0,0,85,9e+05,16098998,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"824",1666,"tarzan",230222,2013-07-25,"kellanlutz","reinhardklooss",0,0,94,1.45e+08,171091819,"Q2",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"825",811,"hidden away",226188,2013-07-26,"emmanuellevaugier","petersullivan",0,0,84,1e+06,34513500.7541806,"Q1",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"826",2066,"the smurfs 2",77931,2013-07-30,"hankazaria","rajagosnell",0,0,105,1.1e+08,71017784,"Q3",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827",1558,"snowpiercer",110415,2013-08-01,"chrisevans","bongjoonho",2,0,126,4e+07,4563029,"Q3",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"828",2259,"we re the millers",138832,2013-08-07,"jasonsudeikis","rawsonmarshallthurber",0,1,110,3.7e+07,150394119,"Q3",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"829",944,"jobs",115782,2013-08-16,"ashtonkutcher","joshuamichaelstern",0,0,128,1.8e+07,16131410,"Q3",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"830",1962,"the mortal instruments city of bones",123553,2013-08-21,"lilycollins","haraldzwart",0,0,130,6e+07,31165421,"Q3",0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
"831",269,"blood ties",190955,2013-08-22,"cliveowen","guillaumecanet",0,0,128,2.6e+07,42472,"Q4",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"832",543,"drinking buddies",172533,2013-08-23,"oliviawilde","joeswanberg",1,0,90,5e+05,343706,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"833",1576,"sparrows dance",136466,2013-08-23,"marinireland","noahbuschel",0,0,81,175000,2602,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"834",197,"banshee chapter",207769,2013-08-26,"tedlevine","blairerickson",0,0,87,950000,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"835",1260,"one direction this is us",164558,2013-08-28,"harrystyles","morganspurlock",0,0,92,1e+07,28873374,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
"836",189,"bad words",209403,2013-09-06,"jasonbateman","jasonbateman",1,0,88,1e+07,7779614,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837",227,"begin again",198277,2013-09-07,"markruffalo","johncarney",0,0,104,8e+06,16170632,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
"838",942,"jimi all is by my side",192133,2013-09-07,"andrébenjamin","johnridley",0,0,118,5e+06,340911,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"839",1225,"noah",215908,2013-09-09,"samkantor","walterwoodman",0,0,18,1.3e+08,101200044,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"840",889,"insidious chapter 2",91586,2013-09-12,"patrickwilson","jameswan",1,0,106,5e+06,83586447,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"841",1082,"machete kills",106747,2013-09-12,"dannytrejo","robertrodriguez",0,1,107,2e+07,8008161,"Q4",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"842",1451,"romeo juliet",91745,2013-09-12,"douglasbooth","carlocarlei",0,0,118,14500000,46338728,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"843",1338,"plush",215881,2013-09-13,"emilybrowning","catherinehardwicke",0,0,98,2e+06,3080,"Q3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"844",2166,"treading water",166624,2013-09-13,"douglassmith","analeinecalymayor",0,0,92,4700000,34513500.7541806,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"845",204,"battle of the year",109417,2013-09-21,"joshholloway","bensonlee",0,0,110,2e+07,8888355,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"846",1211,"nebraska",129670,2013-09-21,"brucedern","alexanderpayne",0,0,115,1.2e+07,17654912,"Q4",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"847",1457,"runner runner",146238,2013-09-24,"benaffleck","bradfurman",2,0,91,3e+07,19316646,"Q3",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"848",1131,"metallica through the never",193613,2013-09-25,"danedehaan","nimródantal",1,0,93,1.8e+07,3419967,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"849",407,"cloudy with a chance of meatballs 2",109451,2013-09-26,"billhader","codycameron",0,0,95,7.8e+07,119793567,"Q3",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"850",1298,"parkland",209262,2013-10-02,"zacefron","peterlandesman",1,0,94,1e+07,641439,"Q4",0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
"851",751,"grace unplugged",206284,2013-10-04,"ajmichalka","bradjsilverman",0,0,102,1700000,2507159,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
"852",1378,"r100",193722,2013-10-05,"naoomori","hitoshimatsumoto",0,0,100,5500000,24956,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"853",884,"inside llewyn davis",86829,2013-10-06,"oscarisaac","joelcoen",0,0,105,1.1e+07,13248209,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
"854",1399,"redemption",218974,2013-10-11,"marenade","miguelgomes",0,0,26,2.3e+07,36686,"Q2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"855",1784,"the fifth estate",162903,2013-10-11,"benedictcumberbatch","billcondon",0,0,128,2.6e+07,3254172,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"856",2127,"the young and prodigious t s spivet",157841,2013-10-16,"kylecatlett","jeanpierrejeunet",0,0,105,3.3e+07,176847,"Q3",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"857",1780,"the face of love",214086,2013-10-25,"annettebening","arieposin",0,0,92,4e+06,385069,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"858",1316,"philomena",205220,2013-11-01,"judidench","stephenfrears",0,0,98,1.2e+07,37709979,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
