"","original_title","id","release_date","Actor","actorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","scifi"
"851","how do you know","42888",2010-12-17,"reesewitherspoon",3,121,1.2e+08,30212620,"Q4",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1909","the last godfather","70829",2010-12-29,"harveykeitel",2,100,13400000,164247,"Q2",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"1531","silent house","92182",2011-01-21,"elizabetholsen",1,85,2e+06,12739737,"Q1",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"78","a little bit of heaven","45156",2011-02-03,"katehudson",2,106,12500000,10011,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"359","cedar rapids","52067",2011-02-11,"anneheche",1,87,1e+07,6861102,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"960","justin bieber never say never","54518",2011-02-11,"justinbieber",1,105,1.3e+07,73013910,"Q1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1171","mooz lum","66025",2011-02-11,"nialong",2,95,1500000,362239,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1259","one day","51828",2011-03-02,"annehathaway",4,107,1.5e+07,13843771,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1390","rango","44896",2011-03-02,"johnnydepp",10,107,1.35e+08,123477607,"Q1",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"37","absentia","74777",2011-03-03,"katieparker",1,92,70000,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"1764","the divide","38541",2011-03-13,"laurengerman",1,112,3e+06,18000,"Q1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"1795","the fp","85860",2011-03-13,"jasontrost",2,82,60000,34513500.7541806,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","detention","68684",2011-03-16,"shanleycaswell",1,93,1e+07,34513500.7541806,"Q2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"507","diary of a wimpy kid rodrick rules","60307",2011-03-25,"zacharygordon",1,99,1.8e+07,52698535,"Q1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1426","rio","46195",2011-04-03,"jesseeisenberg",4,96,9e+07,143619809,"Q2",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1486","scream 4","41446",2011-04-11,"davidarquette",2,111,4e+07,38180928,"Q2",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"549","dum maaro dum","63006",2011-04-22,"abhishekbachchan",1,130,5200000,564489,"Q2",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"836","hoodwinked too hood vs evil","57089",2011-04-29,"haydenpanettiere",1,86,3e+07,10143779,"Q2",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"651","forget me not","65186",2011-05-06,"tobiasmenzies",1,93,1300000,34513500.7541806,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"736","go for it ","61038",2011-05-13,"aimeegarcia",1,105,2450000,180237,"Q2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1017","le havre","73532",2011-05-17,"andréwilms",1,93,5500000,611709,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1487","screwed","75657",2011-06-03,"jamesdarcy",1,110,1.2e+07,6982680,"Q2",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"164","august","86549",2011-06-09,"murraybartlett",1,100,3400000,12636,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"346","cars 2","49013",2011-06-11,"owenwilson",4,106,2e+08,191450875,"Q2",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1755","the dark knight","72003",2011-07-11,"kylewalsh",1,86,1.85e+08,535234033,"Q3",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"476","daylight","140781",2011-07-17,"alexandrameierhans",1,74,8e+07,32908290,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2065","the smurfs","41513",2011-07-29,"hankazaria",3,103,1.1e+08,142614158,"Q3",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","30 minutes or less","62206",2011-08-11,"jesseeisenberg",4,83,2.8e+07,37053924,"Q3",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1592","spy kids all the time in the world","56288",2011-08-18,"jessicaalba",4,89,2.7e+07,38536376,"Q3",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"757","griff the invisible","66942",2011-08-19,"ryankwanten",1,93,2900000,20778,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"815","higher ground","50875",2011-08-26,"verafarmiga",2,109,1800000,841056,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1400","redemption road","74457",2011-08-26,"michaelclarkeduncan",1,91,2300000,29384,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1498","serbuan maut","94329",2011-09-08,"ikouwais",1,101,1100000,4105123,"Q1",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"969","kevin hart laugh at my pain","74510",2011-09-09,"kevinhart",5,89,750000,7706436,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2318","you re next","83899",2011-09-10,"sharnivinson",1,95,1e+06,18494006,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"1321","pink ribbons inc ","89750",2011-09-11,"samanthaking",1,97,1200000,26608,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1372","q","86331",2011-09-14,"déborahrévy",1,103,1200000,255000,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2292","winnie mandela","75033",2011-09-16,"eliaskoteas",1,107,1.5e+07,61847,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2254","weekend","79120",2011-09-22,"tomcullen",1,96,190000,484592,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"525","dolphin tale","62837",2011-09-23,"morganfreeman",4,113,3.7e+07,72286779,"Q3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"48","a dangerous method","48231",2011-09-30,"keiraknightley",1,99,2e+07,5702083,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"441","courageous","72213",2011-09-30,"alexkendrick",1,129,2e+06,34522221,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"130","anonymous","61891",2011-10-21,"jamiecampbellbower",1,130,27500000,4463292,"Q4",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"230","below zero","107315",2011-10-22,"edwardfurlong",2,102.936454849498,1200000,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"83","all superheroes must die","86304",2011-10-26,"jasontrost",2,78,20000,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"789","haywire","70435",2011-11-06,"ginacarano",1,93,2.3e+07,18942396,"Q1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"935","j edgar","88794",2011-11-09,"leonardodicaprio",2,137,3.5e+07,37306030,"Q4",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"131","another happy day","60422",2011-11-18,"ellenbarkin",1,119,4e+06,9120,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"869","id a","86985",2011-11-24,"flemmingenevold",1,104,2600000,3827060,"Q1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"97","amen","155096",2011-12-08,"kimhyena",1,72,1.4e+07,274299,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"489","deck the halls","81438",2011-12-20,"scottiethompson",1,88,5.1e+07,35093569,"Q4",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"1719","the borrowers","80709",2011-12-25,"christophereccleston",1,90,2.9e+07,22619589,"Q1",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1215","newlyweds","72766",2011-12-26,"edwardburns",3,85,9000,4584,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1366","public enemies","211354",2012-01-03,"annafriel",1,177,102500000,97104620,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"300","breathless","122930",2012-01-04,"ginagershon",1,91,7e+06,19910002,"Q2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1172","morgan","151693",2012-01-07,"leominaya",1,89,8e+06,3915251,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"711","ghost","84240",2012-01-13,"shineyahuja",1,102.936454849498,2.2e+07,217631306,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1643","supporting characters","139998",2012-01-23,"alexkarpovsky",1,87,60000,4917,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2321","zarafa","94196",2012-01-25,"maxrenaudin",1,78,9100000,34513500.7541806,"Q4",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1522","sholem aleichem laughing in the darkness","84401",2012-02-24,"racheldratch",1,93,5e+05,1131261,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1473","saving face","89191",2012-03-08,"mohammadjawad",1,40,2500000,1187266,"Q2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"724","girls gone dead","117942",2012-03-28,"katiepeterson",1,104,5e+05,34513500.7541806,"Q3",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"462","damsels in distress","82533",2012-04-06,"gretagerwig",2,99,3e+06,1007535,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2152","to rome with love","81836",2012-04-20,"woodyallen",5,111,21500000,16684352,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"650","foreign letters","176069",2012-04-22,"lauracamien",1,100,40000,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","detention of the dead","139715",2012-04-27,"jacobzachar",1,87,5e+05,1778,"Q2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"880","indie game the movie","80215",2012-05-18,"jonathanblow",1,96,1e+05,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"790","head over heels","157305",2012-05-24,"nigelanthony",1,10,1.4e+07,10397365,"Q1",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"652","for greater glory the true story of cristiada","96399",2012-06-01,"evalongoria",1,145,1.2e+07,5669081,"Q2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1444","rock of ages","80585",2012-06-13,"juliannehough",1,123,7e+07,38518613,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"646","foodfight ","116977",2012-06-15,"charliesheen",2,87,4.5e+07,34513500.7541806,"Q2",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1089","magic mike","77930",2012-06-28,"channingtatum",2,110,7e+06,113721571,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"827","holy motors","103328",2012-07-02,"evamendes",1,115,4e+06,641054,"Q3",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1807","the gatekeepers","127918",2012-07-09,"amiayalon",1,101,1500000,2408553,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1606","step up revolution","85446",2012-07-26,"kathrynmccormick",1,99,3.3e+07,35074677,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"1899","the kitchen","137683",2012-08-13,"lauraprepon",1,79,3.8e+07,12180032,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"422","compliance","84188",2012-08-23,"anndowd",1,90,270000,319285,"Q3",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"1359","premium rush","49526",2012-08-24,"josephgordonlevitt",3,91,3.5e+07,20275446,"Q3",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"948","joker","129507",2012-08-31,"akshaykumar",3,102.936454849498,5.5e+07,335451311,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1863","the iceman","68812",2012-09-01,"michaelshannon",3,105,1e+07,1930282,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"338","captive","98203",2012-09-05,"isabellehuppert",2,120,2e+06,2583301,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1743","the company you keep","87496",2012-09-06,"robertredford",3,121,2e+06,5132442,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1502","seven psychopaths","86838",2012-09-07,"colinfarrell",2,110,13500000,15024049,"Q4",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1951","the master","68722",2012-09-07,"joaquinphoenix",3,137,37500000,16247159,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1413","resident evil retribution","71679",2012-09-12,"millajovovich",3,95,6.5e+07,42345531,"Q3",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"140","arbitrage","60599",2012-09-14,"richardgere",3,100,1.2e+07,7919574,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"840","hotel transylvania","76492",2012-09-20,"adamsandler",9,91,8.5e+07,148313048,"Q3",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2172","trouble with the curve","87825",2012-09-21,"clinteastwood",11,111,6e+07,35763137,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1655","taken 2","82675",2012-09-27,"liamneeson",5,91,4.5e+07,139854287,"Q3",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"1327","pitch perfect","114150",2012-09-28,"annakendrick",4,112,1.7e+07,65001093,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1797","the frozen","150211",2012-10-10,"britmorgan",1,102.936454849498,250000,34513500.7541806,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"141","argo","68734",2012-10-11,"benaffleck",10,120,44500000,136025503,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"162","atlas shrugged part ii","134371",2012-10-12,"samanthamathis",1,112,1e+07,3336053,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"1295","paranormal activity 4","82990",2012-10-17,"katiefeatherston",1,95,5e+06,53900335,"Q4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"372","chasing mavericks","82684",2012-10-25,"gerardbutler",3,117,2e+07,6002756,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"324","burn","139948",2012-11-01,"donaldaustin",1,86,225000,1109276,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2311","wreck it ralph","82690",2012-11-01,"johncreilly",1,108,1.65e+08,189412677,"Q4",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1039","lincoln","72976",2012-11-09,"danieldaylewis",4,149,6.5e+07,182207973,"Q4",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"919","jab tak hai jaan","132316",2012-11-13,"shahrukhkhan",2,176,9200000,3047539,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1031","life of pi","87827",2012-11-20,"surajsharma",1,127,1.2e+08,124987022,"Q4",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1397","red dawn","60747",2012-11-21,"chrishemsworth",3,93,6.5e+07,44806783,"Q4",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"1847","the hobbit an unexpected journey","49051",2012-11-26,"ianmckellen",3,169,2e+08,303003568,"Q4",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"254","black november","312113",2012-12-07,"razaaqadoti",1,95,7500000,34513500.7541806,"Q1",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"972","khiladi 786","147767",2012-12-07,"akshaykumar",3,139,5600000,385422,"Q4",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"697","gangster squad","82682",2013-01-10,"joshbrolin",4,113,6e+07,46000903,"Q1",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"1912","the last stand","76640",2013-01-12,"arnoldschwarzenegger",9,107,3e+07,12050299,"Q1",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"780","hansel gretel witch hunters","60304",2013-01-17,"jeremyrenner",1,88,5e+07,55703475,"Q1",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"2276","whiplash","367412",2013-01-18,"johnnysimmons",1,18,3300000,13092006,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1297","parker","119283",2013-01-23,"jasonstatham",4,118,3.5e+07,17616641,"Q1",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2250","warm bodies","82654",2013-01-31,"nicholashoult",2,97,3e+07,66380662,"Q1",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"206","beautiful creatures","109491",2013-02-13,"aldenehrenreich",1,124,5e+07,19452138,"Q1",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"145","aroused","178862",2013-02-20,"lisaann",1,73,150000,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"95","along the roadside","173224",2013-02-28,"michaelmadsen",2,118,250000,34513500.7541806,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1286","oz the great and powerful","68728",2013-03-07,"jamesfranco",2,130,2e+08,234770996,"Q1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","cheap thrills","175291",2013-03-08,"pathealy",1,85,1e+05,59424,"Q1",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"479","dead man down","102362",2013-03-08,"colinfarrell",2,118,3e+07,10895295,"Q1",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"576","enter the dangerous mind","176077",2013-03-11,"jakehoffman",1,88,3e+06,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1730","the call","158011",2013-03-14,"halleberry",2,94,12800000,51872378,"Q1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1868","the incredible burt wonderstone","124459",2013-03-14,"stevecarell",3,100,3.2e+07,22537881,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2032","the reluctant fundamentalist","121677",2013-03-17,"rizahmed",1,130,1.5e+07,528731,"Q2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1256","olympus has fallen","117263",2013-03-20,"gerardbutler",3,120,7e+07,98927592,"Q1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2010","the place beyond the pines","97367",2013-03-20,"ryangosling",4,140,1.5e+07,21403519,"Q1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"50","admission","144340",2013-03-21,"tinafey",2,107,1.3e+07,18007317,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1851","the host","72710",2013-03-22,"saoirseronan",1,125,5e+07,26623701,"Q1",0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
"339","cargo","182972",2013-04-02,"andyrodoreda",1,7,4200000,34513500.7541806,"Q4",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"425","concussion","156965",2013-04-04,"robinweigert",1,96,3.5e+07,34531832,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"224","before midnight","132344",2013-04-05,"ethanhawke",3,108,3e+06,8110621,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"591","evil dead","109428",2013-04-05,"janelevy",1,91,1.7e+07,54239856,"Q2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"22","42","109410",2013-04-12,"chadwickboseman",2,128,3.1e+07,95020213,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"788","hawaii","199851",2013-04-12,"manuelvignau",1,106,1.5e+07,34562222,"Q4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1269","open road","192210",2013-04-12,"camillabelle",1,85,3e+06,34513500.7541806,"Q2",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"622","filly brown","84197",2013-04-19,"resmineatis",1,100,1250000,2850357,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"578","epic","116711",2013-05-15,"joshhutcherson",1,102,1e+08,107518682,"Q2",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"661","frances ha","121986",2013-05-17,"gretagerwig",2,86,3e+06,4067398,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1741","the comedian","137072",2013-05-31,"edwardhogg",1,80,1.5e+07,1658706,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","bleeding hearts","310933",2013-06-01,"robertloggia",1,102.936454849498,1200000,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2113","the way way back","147773",2013-06-06,"liamjames",1,103,5e+06,21502690,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1875","the internship","116741",2013-06-07,"owenwilson",4,119,5.8e+07,44672764,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1097","man of steel","49521",2013-06-12,"henrycavill",1,143,2.25e+08,291045518,"Q2",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"11","20 feet from stardom","159014",2013-06-14,"bettemidler",3,89,1e+06,4946250,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1166","monsters university","62211",2013-06-20,"billycrystal",1,104,2e+08,268488329,"Q2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1845","the heat","136795",2013-06-27,"sandrabullock",6,117,4.3e+07,159581587,"Q2",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2279","white house down","117251",2013-06-27,"channingtatum",2,131,1.5e+08,73103784,"Q2",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"970","kevin hart let me explain","181330",2013-07-03,"kevinhart",5,74,2500000,32244051,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1924","the lone ranger","57201",2013-07-03,"johnnydepp",10,149,2.25e+08,89302115,"Q3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"415","coffee town","198062",2013-07-09,"glennhowerton",1,87,2e+06,34513500.7541806,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","grown ups 2","109418",2013-07-11,"adamsandler",9,100,8e+07,133668525,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1287","pacific rim","68726",2013-07-11,"idriselba",2,131,1.9e+08,101802906,"Q3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2179","truth","248694",2013-07-12,"seanpaullockhart",1,94,9600000,2541854,"Q4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"973","kick ass 2","59859",2013-07-17,"aarontaylorjohnson",2,103,2.8e+07,28795985,"Q3",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1132","metegol","153158",2013-07-18,"juanjosécampanella",1,106,2.2e+07,34513500.7541806,"Q3",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1744","the conjuring","138843",2013-07-18,"patrickwilson",4,112,2e+07,137400141,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1798","the frozen ground","199373",2013-07-18,"nicolascage",8,105,19200000,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1237","no se aceptan devoluciones","211954",2013-07-20,"loretoperalta",1,115,5e+06,44467206,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2094","the to do list","129139",2013-07-24,"aubreyplaza",1,104,1500000,3491669,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"275","blue jasmine","160588",2013-07-25,"cateblanchett",3,98,1.8e+07,33404871,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"689","fruitvale station","157354",2013-07-25,"michaelbjordan",1,85,9e+05,16098998,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1666","tarzan","230222",2013-07-25,"kellanlutz",1,94,1.45e+08,171091819,"Q2",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"811","hidden away","226188",2013-07-26,"emmanuellevaugier",1,84,1e+06,34513500.7541806,"Q1",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"2066","the smurfs 2","77931",2013-07-30,"hankazaria",3,105,1.1e+08,71017784,"Q3",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1558","snowpiercer","110415",2013-08-01,"chrisevans",4,126,4e+07,4563029,"Q3",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"2259","we re the millers","138832",2013-08-07,"jasonsudeikis",1,110,3.7e+07,150394119,"Q3",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"944","jobs","115782",2013-08-16,"ashtonkutcher",3,128,1.8e+07,16131410,"Q3",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1962","the mortal instruments city of bones","123553",2013-08-21,"lilycollins",1,130,6e+07,31165421,"Q3",0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"269","blood ties","190955",2013-08-22,"cliveowen",2,128,2.6e+07,42472,"Q4",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"543","drinking buddies","172533",2013-08-23,"oliviawilde",2,90,5e+05,343706,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1576","sparrows dance","136466",2013-08-23,"marinireland",1,81,175000,2602,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"197","banshee chapter","207769",2013-08-26,"tedlevine",1,87,950000,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
