"","id","budget","1st genre","original_title","1st production company","release_date","revenue","runtime","cleaned title"
"36086","333658","0","tv movie","seeds of yesterday","A+E Studios",2015-04-12,0,0,"seedsofyesterday"
"36087","224243","0","horror","soulmate","Forecast Features",2013-10-18,0,104,"soulmate"
"36088","321258","10000000","horror","the boy","Lakeshore Entertainment",2016-01-22,64188367,97,"theboy"
"36089","343795","5000000","drama","90 minutes in heaven","Emmett/Furla Films",2015-09-11,4842699,121,"90minutesinheaven"
"36091","339547","0","horror","jeruzalem","Epic Pictures Group",2016-01-22,0,87,"jeruzalem"
"36092","285697","0","drama","cavalo dinheiro","Sociedade Óptica Técnica",2014-08-13,0,104,"cavalodinheiro"
"36094","270357","0","documentary","the carboard bernini",NA,2012-10-12,0,80,"thecarboardbernini"
"36095","340255","0","fantasy","welcome to happiness","Minutehand Pictures",2015-04-27,0,108,"welcometohappiness"
"36097","29695","0","drama","imurders",NA,2008-08-09,0,98,"imurders"
"36098","217471","0",NA,"medeas",NA,2013-09-01,0,98,"medeas"
"36099","87737","0","drama","autoerotic","IFC Films",2011-07-22,0,72,"autoerotic"
"36100","44563","0","comedy","semen una historia de amor",NA,2005-01-01,0,89,"semenunahistoriadeamor"
"36102","334146","0",NA,"genetic me",NA,2014-11-06,0,0,"geneticme"
"36103","346170","0","horror","the chosen",NA,2015-07-23,0,88,"thechosen"
"36104","72790","0","action","ride or die",NA,2003-11-04,0,84,"rideordie"
"36105","279096","2480421","action","lazer team","Rooster Teeth Productions",2016-01-27,0,102,"lazerteam"
"36106","145385","0",NA,"last hippie standing",NA,2002-03-31,0,45,"lasthippiestanding"
"36108","155556","0","documentary","blood brother",NA,2013-01-20,0,92,"bloodbrother"
"36110","243794","7000000","history","alone yet not alone","Enthuse Entertainment",2013-09-01,0,103,"aloneyetnotalone"
"36111","335778","20000000","action","risen","Columbia Pictures",2016-02-19,46069568,107,"risen"
"36112","15391","0","documentary","obsession radical islam s war against the west",NA,2005-10-21,0,77,"obsessionradicalislamswaragainstthewest"
"36114","373472","0","documentary","holy hell","Whitewater Films",2016-01-25,16905,100,"holyhell"
"36115","329004","0","drama","the survivalist","K5 International",2015-04-15,0,104,"thesurvivalist"
"36117","235450","0",NA,"bloodmoney",NA,2010-05-14,0,0,"bloodmoney"
"36118","58500","0","drama","the butterfly circus",NA,2009-01-01,0,20,"thebutterflycircus"
"36119","376530","0","family","the eagle huntress","Kissaki Films",2016-11-02,3162153,87,"theeaglehuntress"
"36120","365065","0","drama","zero","Life & Pictures",2015-09-03,0,0,"zero"
"36122","334918","0","drama","les chevaliers blancs","France 3 Cinéma",2016-01-20,0,112,"leschevaliersblancs"
"36123","345775","0","adventure","tout en haut du monde","Det Danske Filminstitut",2015-12-10,0,80,"toutenhautdumonde"
"36125","116306","0",NA,"exit elena",NA,2012-06-24,0,72,"exitelena"
"36130","340357","0","thriller","avril et le monde truqué","StudioCanal",2015-11-04,0,103,"avriletlemondetruqué"
"36131","169721","0","documentary","trevor noah you laugh but it s true",NA,2011-10-22,0,84,"trevornoahyoulaughbutitstrue"
"36132","364116","0","thriller","the other side of the door","Pindrop",2016-02-25,14332467,96,"theothersideofthedoor"
"36134","291870","11500000","comedy","dirty grandpa","Lionsgate",2016-01-21,94073028,102,"dirtygrandpa"
"36136","379297","0","drama","toni braxton unbreak my heart","Lighthouse Pictures",2016-01-23,0,85,"tonibraxtonunbreakmyheart"
"36139","214105","0","mystery","plaot","United King Films",2013-06-05,0,112,"plaot"
"36140","364427","2500000","drama","орлеан","Central Partnership",2015-09-17,302000,106,"орлеан"
"36141","333377","0","documentary","requiem for the american dream","PF Pictures",2015-04-18,44695,73,"requiemfortheamericandream"
"36142","1998","0","drama","holy lola","Canal Plus",2004-10-16,0,130,"holylola"
"36143","68555","0","tv movie","death note リライト2 lを継ぐ者",NA,2009-10-07,0,130,"deathnoteリライト2lを継ぐ者"
"36146","159514","0","drama","matterhorn","Column Film",2013-01-24,0,87,"matterhorn"
"36147","335051","0","comedy","se dio vuole","Wildside",2015-04-09,0,87,"sediovuole"
"36148","320302","0","comedy","sei mai stata sulla luna ","Rai Cinema",2015-01-22,0,90,"seimaistatasullaluna"
"36149","300673","80000000","action","the finest hours","Walt Disney Pictures",2016-01-25,52099090,114,"thefinesthours"
"36150","18874","3200000","animation","kôkaku kidôtai stand alone complex solid state society","Production I.G.",2007-02-23,0,105,"kôkakukidôtaistandalonecomplexsolidstatesociety"
"36151","347495","0","documentary","inside the dark web",NA,2014-09-03,0,50,"insidethedarkweb"
"36152","171902","0","documentary","mythos wald",NA,2011-01-27,0,0,"mythoswald"
"36153","11089","0","documentary","black box brd","Zero Film GmbH",2001-05-24,0,102,"blackboxbrd"
"36154","301325","1500000","drama"," horror","AST Studios",2015-11-20,0,90,"horror"
"36155","367536","0","tv movie","a gift wrapped christmas","Lifetime",2015-11-28,0,90,"agiftwrappedchristmas"
"36156","270397","0",NA,"my last year with the nuns",NA,2014-05-21,0,75,"mylastyearwiththenuns"
"36157","374142","0","drama","valkoinen raivo","VLMedia",2015-11-27,0,73,"valkoinenraivo"
"36158","315055","2000000","thriller","henkesi edestä","Nordisk Film",2015-02-27,0,93,"henkesiedestä"
"36161","376681","0","mystery","x past is present",NA,2015-11-20,0,105,"xpastispresent"
"36163","136296","0","documentary","b b king the life of riley",NA,2012-10-15,0,123,"bbkingthelifeofriley"
"36165","58396","0",NA,"joy",NA,2010-04-08,0,0,"joy"
"36166","344277","0","thriller","caught",NA,2015-06-12,0,82,"caught"
"36170","350505","0","fantasy","molly moon and the incredible book of hypnotism","Lipsync Productions",2015-04-11,0,98,"mollymoonandtheincrediblebookofhypnotism"
"36171","41924","0","drama","ronda nocturna","Cine Ojo",2005-04-15,0,81,"rondanocturna"
"36173","253020","0","drama","a estrada 47","Stopline Films",2014-08-01,0,107,"aestrada47"
"36174","360799","0","action","arrowhead","Mo Productions",2016-06-09,0,95,"arrowhead"
"36176","35025","0","comedy","le mac","ARP Sélection",2010-02-16,0,90,"lemac"
"36177","201643","0","documentary","auk nr 8",NA,2010-11-30,0,95,"auknr8"
"36178","169634","1000000","adventure","тiнi незабутих предкiв",NA,2013-11-14,0,95,"тiнiнезабутихпредкiв"
"36179","39253","0","romance","выкрутасы","Bazelevs Production",2011-01-12,0,90,"выкрутасы"
"36180","62738","0","comedy","samyy luchshiy film 2",NA,2009-01-22,0,82,"samyyluchshiyfilm2"
"36181","293122","722083","history","поводир",NA,2014-11-12,499168,120,"поводир"
"36182","40356","0","fantasy","นรก","Sahamongkol Film International Co. Ltd.",2005-01-01,0,89,"นรก"
"36183","317723","0","family","usturoi","IT Media Films",2014-06-27,0,90,"usturoi"
"36184","122052","11000","horror","seepage ",NA,2005-01-01,0,90,"seepage"
"36185","334531","20000000","drama","my all american","Paul Schiff Productions",2015-11-13,0,118,"myallamerican"
"36187","248268","0","drama"," 50k and a call girl a love story",NA,2014-01-10,0,90,"50kandacallgirlalovestory"
"36188","339408","8500000","drama","the birth of a nation","Phantom Four",2016-09-09,15861566,120,"thebirthofanation"
"36189","174369","0","thriller","deep powder","Killer Films",2013-04-19,0,91,"deeppowder"
"36192","337960","0","drama","holding the man","Goalpost Pictures",2015-08-27,0,128,"holdingtheman"
"36195","12831","0",NA,"amerikana",NA,2001-05-15,0,95,"amerikana"
"36198","22316","0","thriller","अजनबी","Film Folks",2001-09-21,0,165,"अजनबी"
"36199","46430","0","drama","jodi no 1","Time Magnetics",2001-04-13,0,140,"jodino1"
"36200","166253","0",NA,"pyaar tune kya kiya",NA,2001-01-01,0,0,"pyaartunekyakiya"
"36201","20916","0","foreign","style","N Chandra Global Infotainment Ltd",2001-12-28,0,159,"style"
"36202","142631","0","comedy","लव के लिये कुछ भी करेगा",NA,2001-06-21,0,0,"लवकेलियेकुछभीकरेगा"
"36203","210068","0","romance","मुझे कुछ कहना है","Puja Entertainment (India)",2001-05-25,0,137,"मुझेकुछकहनाहै"
"36204","232795","0",NA,"albela",NA,2001-04-19,0,156,"albela"
"36205","39837","0","drama","yaadein",NA,2001-01-01,0,193,"yaadein"
"36206","82575","0","drama","indian",NA,2001-10-26,0,178,"indian"
"36207","64880","0","romance","tum bin","Super Cassettes Industries Limited (T-Series)",2001-07-13,1486992,158,"tumbin"
"36208","362100","0",NA,"aashiq",NA,2001-01-01,0,0,"aashiq"
"36209","305819","0",NA,"yeh raaste hain pyaar ke",NA,2001-08-10,0,0,"yehraastehainpyaarke"
"36210","25801","0","foreign","aamdani atthanni kharcha rupaiya",NA,2001-12-21,0,141,"aamdaniatthannikharcharupaiya"
"36213","356057","0","history","polycarp",NA,2015-06-24,0,94,"polycarp"
"36214","266038","0","drama","titli",NA,2015-05-06,0,124,"titli"
"36215","135713","0","documentary","beware of christians",NA,2011-01-14,0,94,"bewareofchristians"
"36216","43735","0","drama","the nanny express",NA,2009-01-02,0,120,"thenannyexpress"
"36217","298986","0","war","torneranno i prati","Cinemaundici",2014-11-06,0,80,"tornerannoiprati"
"36218","333888","0","comedy","tempo instabile con probabili schiarite","Goods film",2015-04-02,0,NA,"tempoinstabileconprobabilischiarite"
"36219","332709","0","comedy","ho ucciso napoleone","BiBi Film",2015-03-26,0,90,"houccisonapoleone"
"36220","18230","0","action","supervolcano","BBC Films",2005-03-13,0,120,"supervolcano"
"36221","44566","6400000","comedy","anjaana anjaani","Eros Entertainment",2010-09-24,5900000,151,"anjaanaanjaani"
"36222","351072","884130","thriller","na maloom afraad",NA,2014-10-06,2259444,137,"namaloomafraad"
"36223","277528","0","documentary","live and let live",NA,2013-11-03,0,80,"liveandletlive"
"36224","296096","20000000","drama","me before you","New Line Cinema",2016-06-02,207945075,110,"mebeforeyou"
"36225","378385","0","action","jarhead 3 the siege","Universal 1440 Entertainment",2016-01-20,0,95,"jarhead3thesiege"
"36226","336669","0","drama","la tierra y la sombra","Burning Blue",2015-05-18,0,97,"latierraylasombra"
"36227","372315","0","documentary","somm into the bottle","Forgotten Man Films",2016-01-29,0,120,"sommintothebottle"
"36228","338803","0","drama","간신","Lotte Entertainment",2015-05-21,0,133,"간신"
"36229","324289","0","romance","touched with fire","40 Acres & A Mule Filmworks",2016-02-12,0,102,"touchedwithfire"
"36230","280617","80000","action","space cop","Red Letter Media",2016-01-13,0,102,"spacecop"
"36231","135097","0","comedy","the cinema snob movie","Walkaway Entertainment",2012-09-27,0,124,"thecinemasnobmovie"
"36232","170292","0","documentary","being in the world","Mangusta Productions",2009-12-30,0,81,"beingintheworld"
"36233","348089","0","tv movie","grease live","Paramount Television",2016-01-31,0,180,"greaselive"
"36234","250902","50000","documentary","the image revolution","Respect Films",2013-11-21,0,81,"theimagerevolution"
"36235","63378","1500000","comedy","100 లవ్",NA,2011-05-06,0,140,"100లవ్"
"36236","55283","0","drama","లీడర్","AVM Productions",2010-02-19,1458709,172,"లీడర్"
"36237","336663","0","drama","ni le ciel ni la terre","Tarantula",2015-09-30,0,100,"nilecielnilaterre"
"36239","335031","0","comedy"," asu mare 2",NA,2015-04-09,0,0,"asumare2"
"36242","346651","0","action","pandemic","New Artists Alliance",2016-02-26,0,91,"pandemic"
"36243","316000","0","drama","miles ahead","Crescendo Productions",2016-03-20,3460466,100,"milesahead"
"36244","263341","20000000","action","crouching tiger hidden dragon sword of destiny","The Weinstein Company",2016-02-18,0,103,"crouchingtigerhiddendragonswordofdestiny"
"36245","146198","20000000","action","triple 9","Worldview Entertainment",2016-02-19,12639297,115,"triple9"
"36246","205584","140000000","fantasy","gods of egypt","Summit Entertainment",2016-02-25,150680864,127,"godsofegypt"
"36247","336808","1400000","adventure","el abrazo de la serpiente","Caracol Televisión",2015-05-25,1320005,125,"elabrazodelaserpiente"
"36248","376869","10721568","drama","नीरजा","Fox Star Studios",2016-02-19,2978994,122,"नीरजा"
"36249","323677","5000000","action","race","Forecast Pictures",2016-02-19,24804129,134,"race"
"36250","367493","0","drama","providence","Mainstreet Productions",2016-02-12,0,79,"providence"
"36251","296879","0",NA,"of mind and music",NA,2016-02-12,0,98,"ofmindandmusic"
"36252","333371","15000000","thriller","10 cloverfield lane","Paramount Pictures",2016-03-10,108286421,103,"10cloverfieldlane"
"36253","267860","60000000","action","london has fallen","Millennium Films",2016-03-02,205754447,99,"londonhasfallen"
"36254","269149","150000000","animation","zootopia","Walt Disney Pictures",2016-02-11,1023784195,108,"zootopia"
"36255","279641","35000000","war","whiskey tango foxtrot","Paramount Pictures",2016-03-04,23083334,112,"whiskeytangofoxtrot"
"36256","258363","0","thriller","desierto","Itaca Films",2015-04-12,0,99,"desierto"
"36257","318850","18500000","drama","the young messiah","Focus Features",2016-03-10,6490401,120,"theyoungmessiah"
"36258","378200","0","comedy","the perfect match","Lionsgate",2016-03-11,0,96,"theperfectmatch"
"36259","267193","35000000","action","grimsby","Columbia Pictures",2016-02-24,25182929,83,"grimsby"
"36260","287284","0","romance","swung","Sigma Film Productions",2015-06-19,0,87,"swung"
"36261","361263","0","drama","jesse stone lost in paradise","Sony Pictures Television",2015-10-18,0,87,"jessestonelostinparadise"
"36262","367513","0","documentary","chemsex","Vice Films",2015-11-23,0,83,"chemsex"
"36263","380565","0","thriller","home invasion","ARO Entertainment",2016-02-02,0,88,"homeinvasion"
"36268","60867","0","crime","zero alyvine lietuva","Guerilla Films",2006-09-08,0,81,"zeroalyvinelietuva"
"36269","262199","300000","comedy","hannibal buress live from chicago","3 Arts Entertainment",2014-03-24,0,67,"hannibalburesslivefromchicago"
"36271","312804","0","drama","james white","BorderLine Films",2015-01-23,0,85,"jameswhite"
"36273","36718","0","documentary","lagerfeld confidential",NA,2007-10-10,0,0,"lagerfeldconfidential"
"36275","56418","0","comedy","la source des femmes","Elzévir Films",2011-11-02,0,135,"lasourcedesfemmes"
"36276","62717","0","documentary","loki arnaldo baptista",NA,2008-10-17,0,120,"lokiarnaldobaptista"
"36278","324978","0","adventure","pirate s passage","Canadian Broadcasting Corporation (CBC)",2015-01-04,0,88,"piratespassage"
"36279","200548","0","comedy","fanie fourie s lobola",NA,2013-03-01,0,90,"faniefourieslobola"
"36280","206292","0","science fiction","el desierto","Subterranean Films",2013-01-01,0,98,"eldesierto"
"36281","24654","0","documentary","what the bleep down the rabbit hole",NA,2006-02-03,138913,156,"whatthebleepdowntherabbithole"
"36282","51309","0","documentary","the dhamma brothers",NA,2007-01-31,0,76,"thedhammabrothers"
"36283","169798","0","drama","licks",NA,2013-07-27,0,93,"licks"
"36285","209251","0","thriller","caníbal","Mod Producciones",2013-10-11,0,117,"caníbal"
"36286","73565","0","comedy","burning man",NA,2011-09-10,0,111,"burningman"
"36287","348674","0","drama","krigen","Nordisk Film Production A/S",2015-09-10,1113277,115,"krigen"
"36288","164443","8000000","comedy","the makeover","Hallmark Hall of Fame Productions",2013-01-26,0,85,"themakeover"
"36289","61314","0","comedy","ho visto le stelle",NA,2003-12-19,0,0,"hovistolestelle"
"36290","282084","0","documentary","there s no place like utopia",NA,2014-07-18,0,110,"theresnoplacelikeutopia"
"36294","273509","0","horror","blood widow","Arcani Pictures",2014-06-03,0,84,"bloodwidow"
"36295","255278","3000000","thriller","way of the wicked",NA,2014-05-20,0,92,"wayofthewicked"
"36296","368835","0","documentary","murder rap inside the biggie and tupac murders","Marauder Works",2015-08-08,0,113,"murderrapinsidethebiggieandtupacmurders"
"36297","331745","0","documentary","top spin",NA,2014-11-15,0,80,"topspin"
"36298","286595","0","drama","marie heurtin","Rhône-Alpes Cinéma",2014-08-10,0,95,"marieheurtin"
"36299","371007","0","drama","ticky tacky",NA,2014-06-21,0,15,"tickytacky"
"36300","36092","0","drama","いま 会いにゆきます","Toho Company",2004-01-01,0,119,"いま会いにゆきます"
"36301","365187","0","romance","nannaku prematho","Sri Venkateswara Cine Chitra",2016-01-13,0,168,"nannakuprematho"
"36302","360387","1000000","adventure","blunt force trauma","ETA films",2015-10-05,0,92,"bluntforcetrauma"
"36303","366249","1730000","comedy","napapiirin sankarit 2","Nordisk Film",2015-09-30,0,87,"napapiirinsankarit2"
